
time 10h 59m 15s, episodes 387777, frames 147.7M, run epr 409.15, run loss 192.27
time 11h 00m 17s, episodes 388348, frames 147.9M, run epr 431.76, run loss 247.55

	148M frames: saved model

time 11h 01m 17s, episodes 388923, frames 148.1M, run epr 416.26, run loss 220.72
time 11h 02m 18s, episodes 389512, frames 148.3M, run epr 390.96, run loss 223.12
time 11h 03m 21s, episodes 390114, frames 148.6M, run epr 408.05, run loss 228.65
time 11h 04m 22s, episodes 390676, frames 148.8M, run epr 425.54, run loss 244.07
time 11h 05m 23s, episodes 391253, frames 149.0M, run epr 423.12, run loss 265.62
time 11h 06m 24s, episodes 391809, frames 149.3M, run epr 429.91, run loss 259.49
time 11h 07m 25s, episodes 392371, frames 149.5M, run epr 430.69, run loss 240.72
time 11h 08m 25s, episodes 392932, frames 149.7M, run epr 374.03, run loss 208.33
time 11h 09m 26s, episodes 393506, frames 150.0M, run epr 386.59, run loss 211.97

	150M frames: saved model

time 11h 10m 27s, episodes 394075, frames 150.2M, run epr 421.60, run loss 218.22
time 11h 11m 27s, episodes 394722, frames 150.4M, run epr 246.52, run loss 66.15
time 11h 12m 27s, episodes 395378, frames 150.6M, run epr 277.34, run loss 74.32
time 11h 13m 28s, episodes 396045, frames 150.9M, run epr 249.92, run loss 72.92
time 11h 14m 29s, episodes 396712, frames 151.1M, run epr 244.71, run loss 60.64
time 11h 15m 32s, episodes 397394, frames 151.3M, run epr 277.34, run loss 76.87
time 11h 16m 32s, episodes 398074, frames 151.5M, run epr 220.49, run loss 75.32
time 11h 17m 32s, episodes 398702, frames 151.8M, run epr 310.47, run loss 89.31
time 11h 18m 33s, episodes 399292, frames 152.0M, run epr 342.88, run loss 125.30

	152M frames: saved model

time 11h 19m 33s, episodes 399895, frames 152.2M, run epr 350.02, run loss 119.18
time 11h 20m 35s, episodes 400504, frames 152.4M, run epr 333.65, run loss 128.98
time 11h 21m 37s, episodes 401109, frames 152.7M, run epr 329.03, run loss 130.83
time 11h 22m 38s, episodes 401744, frames 152.9M, run epr 335.56, run loss 110.37
time 11h 23m 38s, episodes 402333, frames 153.1M, run epr 351.16, run loss 138.58
time 11h 24m 41s, episodes 402930, frames 153.4M, run epr 409.87, run loss 216.47
time 11h 25m 41s, episodes 403497, frames 153.6M, run epr 386.61, run loss 237.79
time 11h 26m 42s, episodes 404068, frames 153.8M, run epr 410.04, run loss 235.95

	154M frames: saved model

time 11h 27m 43s, episodes 404653, frames 154.0M, run epr 391.40, run loss 196.28
time 11h 28m 43s, episodes 405214, frames 154.3M, run epr 426.33, run loss 222.88
time 11h 29m 44s, episodes 405754, frames 154.5M, run epr 417.65, run loss 253.08
time 11h 30m 44s, episodes 406308, frames 154.7M, run epr 411.01, run loss 230.52
time 11h 31m 46s, episodes 406894, frames 155.0M, run epr 424.54, run loss 273.79
time 11h 32m 46s, episodes 407442, frames 155.2M, run epr 434.92, run loss 251.17
time 11h 33m 49s, episodes 408033, frames 155.4M, run epr 393.53, run loss 209.40
time 11h 34m 50s, episodes 408614, frames 155.6M, run epr 390.69, run loss 188.54
time 11h 35m 51s, episodes 409183, frames 155.9M, run epr 407.89, run loss 250.80

	156M frames: saved model

time 11h 36m 51s, episodes 409751, frames 156.1M, run epr 411.74, run loss 239.63
time 11h 37m 52s, episodes 410323, frames 156.3M, run epr 402.81, run loss 232.61
time 11h 38m 54s, episodes 410898, frames 156.6M, run epr 419.58, run loss 256.28
time 11h 39m 55s, episodes 411458, frames 156.8M, run epr 427.66, run loss 268.28
time 11h 40m 57s, episodes 412040, frames 157.0M, run epr 411.16, run loss 224.61
time 11h 41m 57s, episodes 412609, frames 157.2M, run epr 397.21, run loss 240.71
time 11h 42m 58s, episodes 413169, frames 157.5M, run epr 399.42, run loss 255.82
time 11h 43m 58s, episodes 413741, frames 157.7M, run epr 404.31, run loss 227.01
time 11h 45m 00s, episodes 414314, frames 157.9M, run epr 407.72, run loss 238.09

	158M frames: saved model

time 11h 46m 00s, episodes 414886, frames 158.2M, run epr 404.00, run loss 232.84
time 11h 47m 02s, episodes 415452, frames 158.4M, run epr 412.02, run loss 255.22
time 11h 48m 03s, episodes 416023, frames 158.6M, run epr 424.39, run loss 257.85
time 11h 49m 06s, episodes 416587, frames 158.9M, run epr 409.14, run loss 212.18
time 11h 50m 08s, episodes 417179, frames 159.1M, run epr 394.72, run loss 198.32
time 11h 51m 11s, episodes 417742, frames 159.3M, run epr 454.28, run loss 263.72
time 11h 52m 13s, episodes 418304, frames 159.6M, run epr 425.43, run loss 237.77
time 11h 53m 14s, episodes 418877, frames 159.8M, run epr 438.91, run loss 238.96

	160M frames: saved model

